node,lng,lat
956,12.4639355,41.9218273
957,12.4687482,41.9120265
958,12.469074,41.9112578
959,12.4693752,41.910595
960,12.4665716,41.919481
961,12.467713,41.9211097
962,12.4646599,41.9217046
963,12.4626699,41.922204
964,12.4614512,41.9200232
965,12.4624882,41.9222829
966,12.4633908,41.9207785
967,12.462603,41.9209913
968,12.4630875,41.9220395
969,12.4629655,41.9208919
970,12.4634728,41.9219289
971,12.4610951,41.9197452
972,12.4599033,41.9217183
973,12.4600844,41.9217947
974,12.4611676,41.9199949
975,12.4586375,41.9171994
976,12.4586537,41.9173447
977,12.4587225,41.9183603
978,12.4587609,41.9189371
979,12.4590109,41.922733
980,12.458436,41.9192778
981,12.4585066,41.9209427
982,12.4645161,41.9141495
983,12.4651479,41.914352
984,12.4641797,41.9147141
985,12.4625996,41.9141945
986,12.4656231,41.915215
987,12.4591573,41.9124106
988,12.4668479,41.9142256
989,12.4654803,41.91378
990,12.4648635,41.9135772
991,12.4600229,41.9073857
992,12.4554838,41.9138085
993,12.4566127,41.9140801
994,12.4515158,41.9134841
995,12.4521843,41.9145662
996,12.4527656,41.9138212
997,12.4530322,41.9132015
998,12.4486142,41.9091929
999,12.4485709,41.9095271
1000,12.4489821,41.9096364
1001,12.4457868,41.9230577
1002,12.4454527,41.9211235
1003,12.443689,41.9119231
1004,12.4471917,41.925891
1005,12.4475015,41.9262532
1006,12.4480554,41.9239631
1007,12.4466098,41.9238666
1008,12.4480342,41.9236643
